Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID,Plant Reactome Reaction ID
AT5G22200,AT5G22200.1,Q9C568,
AT5G22190,AT5G22190.1,Q9C569,
AT5G22180,AT5G22180.1,Q9C570,
AT5G22170,AT5G22170.1,Q9C571,
AT5G22160,AT5G22160.1,Q9C572,
AT5G22150,AT5G22150.1,Q9C573,
AT5G22140,AT5G22140.1,Q9C574,
AT5G22120,AT5G22120.1,Q9C576,
AT5G22080,AT5G22080.1,Q9C580,
AT5G22070,AT5G22070.1,Q9C581,
AT5G22050,AT5G22050.1,Q9C583,
AT5G22040,AT5G22040.3,Q9C584,
AT5G22040,AT5G22040.2,Q9C584,
AT5G22040,AT5G22040.1,Q9C584,
AT5G22020,AT5G22020.2,Q9C586,R-ATH-1119438
AT5G22020,AT5G22020.1,Q9C586,R-ATH-1119438
AT5G22020,AT5G22020.3,Q9C586,R-ATH-1119438
AT5G21280,AT5G21280.1,Q9C589,
AT5G21970,AT5G21970.2,Q9C590,
AT5G21970,AT5G21970.1,Q9C590,
AT5G21950,AT5G21950.2,Q9C592,
AT5G21950,AT5G21950.3,Q9C592,
AT5G21940,AT5G21940.1,Q9C593,
AT5G21900,AT5G21900.1,Q9C597,
AT5G08780,AT5G08780.1,Q9C599,
AT5G08750,AT5G08750.8,Q9C5A2,
AT5G08750,AT5G08750.1,Q9C5A2,
AT5G08750,AT5G08750.4,Q9C5A2,
AT5G08750,AT5G08750.6,Q9C5A2,
AT5G08750,AT5G08750.9,Q9C5A2,
AT5G08750,AT5G08750.2,Q9C5A2,
AT5G08720,AT5G08720.1,Q9C5A5,
AT5G08710,AT5G08710.1,Q9C5A6,
AT5G08695,AT5G08695.1,Q9C5A7,
AT5G08660,AT5G08660.4,Q9C5B1,
AT5G08660,AT5G08660.1,Q9C5B1,
AT5G08660,AT5G08660.3,Q9C5B1,
AT2G39780,AT2G39780.2,Q9C5B7,
AT4G31330,AT4G31330.1,Q9C5C1,
AT3G24530,AT3G24530.1,Q9C5C7,
AT1G15740,AT1G15740.1,Q9C5C9,
AT5G42370,AT5G42370.1,Q9C5E0,
AT3G60410,AT3G60410.3,Q9C5E4,
AT3G60410,AT3G60410.2,Q9C5E4,
AT3G60410,AT3G60410.1,Q9C5E4,
AT1G15430,AT1G15430.2,Q9C5E6,
AT1G15430,AT1G15430.1,Q9C5E6,
AT4G28025,AT4G28025.1,Q9C5F3,
AT1G70570,AT1G70570.1,Q9C5F4,R-ATH-1119494
AT4G38550,AT4G38550.1,Q9C5F6,
AT4G38550,AT4G38550.3,Q9C5F6,
AT5G10710,AT5G10710.1,Q9C5F7,
AT1G15200,AT1G15200.1,Q9C5G2,
AT1G23440,AT1G23440.3,Q9C5G6,
AT1G23440,AT1G23440.1,Q9C5G6,
AT3G54190,AT3G54190.1,Q9C5G8,
AT2G21190,AT2G21190.1,Q9C5H8,
AT1G01230,AT1G01230.1,Q9C5I0,
AT1G04590,AT1G04590.1,Q9C5I2,
AT5G16120,AT5G16120.1,Q9C5I9,
AT5G16120,AT5G16120.3,Q9C5I9,
AT1G75230,AT1G75230.1,Q9C5J2,
AT1G19010,AT1G19010.1,Q9C5J5,
AT1G70160,AT1G70160.1,Q9C5K0,
AT5G13090,AT5G13090.1,Q9C5K3,
AT4G19110,AT4G19110.1,Q9C5K4,
AT1G34150,AT1G34150.1,Q9C5K6,
AT4G32190,AT4G32190.1,Q9C5L5,
AT5G10190,AT5G10190.1,Q9C5L6,
AT5G13030,AT5G13030.1,Q9C5L8,
AT1G27000,AT1G27000.1,Q9C5M5,
AT1G54380,AT1G54380.1,Q9C5M7,
AT5G02480,AT5G02480.1,Q9C5N0,
AT4G08960,AT4G08960.1,Q9C5N3,
AT1G55680,AT1G55680.1,Q9C5N4,
AT1G74310,AT1G74310.1,Q9C5Q7,
AT4G27720,AT4G27720.1,Q9C5R0,
AT2G34430,AT2G34430.1,Q9C5R6,
AT4G27350,AT4G27350.1,Q9C5R9,
AT1G20140,AT1G20140.1,Q9C5T5,
AT3G09570,AT3G09570.1,Q9C5T6,
AT4G00930,AT4G00930.5,Q9C5U4,
AT5G37190,AT5G37190.1,Q9C5U5,
AT5G16660,AT5G16660.1,Q9C5U9,
AT4G23160,AT4G23160.3,Q9C5V1,
AT3G11400,AT3G11400.1,Q9C5Y9,
AT4G30950,AT4G30950.1,Q9C600,R-ATH-1119300
AT1G48820,AT1G48820.1,Q9C601,
AT1G48840,AT1G48840.1,Q9C602,
AT1G48870,AT1G48870.3,Q9C603,
AT1G25988,AT1G25988.1,Q9C606,
AT1G31150,AT1G31150.2,Q9C607,
AT1G64260,AT1G64260.1,Q9C608,
AT1G25682,AT1G25682.2,Q9C609,
AT1G25682,AT1G25682.1,Q9C609,
AT1G25570,AT1G25570.1,Q9C611,
AT1G66890,AT1G66890.1,Q9C618,
AT1G66900,AT1G66900.1,Q9C619,
AT1G66960,AT1G66960.3,Q9C624,
AT1G46912,AT1G46912.1,Q9C628,
AT1G46696,AT1G46696.1,Q9C631,
AT1G46336,AT1G46336.1,Q9C634,
AT1G45688,AT1G45688.1,Q9C636,
AT1G45403,AT1G45403.1,Q9C640,
AT1G58420,AT1G58420.1,Q9C647,
AT1G58450,AT1G58450.1,Q9C650,
AT1G58460,AT1G58460.1,Q9C651,
AT1G57906,AT1G57906.1,Q9C656,
AT1G26140,AT1G26140.1,Q9C659,
AT1G26160,AT1G26160.1,Q9C661,
AT1G26170,AT1G26170.1,Q9C662,
AT1G26180,AT1G26180.1,Q9C663,
AT1G26210,AT1G26210.1,Q9C665,
AT1G26220,AT1G26220.1,Q9C666,
AT1G26240,AT1G26240.1,Q9C668,
AT1G26250,AT1G26250.1,Q9C669,
AT1G26300,AT1G26300.1,Q9C672,
AT1G26290,AT1G26290.1,Q9C673,
AT1G26300,AT1G26300.2,Q9C674,
AT1G26320,AT1G26320.1,Q9C677,
AT1G26330,AT1G26330.1,Q9C678,
AT1G51030,AT1G51030.1,Q9C679,
AT1G51080,AT1G51080.1,Q9C683,
AT1G51090,AT1G51090.1,Q9C684,
AT1G51100,AT1G51100.1,Q9C685,
AT4G23160,AT4G23160.2,Q9C692,
AT1G21280,AT1G21280.1,Q9C692,
AT1G57600,AT1G57600.3,Q9C693,
AT1G57565,AT1G57565.1,Q9C694,
AT1G57560,AT1G57560.1,Q9C695,
AT1G47920,AT1G47920.1,Q9C696,
AT4G29090,AT4G29090.1,Q9C697,
AT1G74110,AT1G74110.1,Q9C6A0,
AT1G74150,AT1G74150.1,Q9C6A4,
AT1G74160,AT1G74160.1,Q9C6A5,
AT1G73550,AT1G73550.1,Q9C6B5,
AT1G60830,AT1G60830.1,Q9C6C1,
AT1G60830,AT1G60830.2,Q9C6C1,
AT1G60850,AT1G60850.1,Q9C6C2,
AT1G60850,AT1G60850.4,Q9C6C2,
AT1G60850,AT1G60850.2,Q9C6C2,
AT1G49870,AT1G49870.1,Q9C6C7,
AT1G49840,AT1G49840.1,Q9C6D0,
AT1G49830,AT1G49830.1,Q9C6D1,
AT1G49790,AT1G49790.1,Q9C6D5,
AT1G35030,AT1G35030.1,Q9C6D6,
AT1G35040,AT1G35040.1,Q9C6D7,
AT1G64260,AT1G64260.1,Q9C6D8,
AT1G40083,AT1G40083.1,Q9C6D9,
AT1G40083,AT1G40083.1,Q9C6E2,
AT1G31150,AT1G31150.2,Q9C6E3,
AT1G35150,AT1G35150.1,Q9C6E6,
AT1G35170,AT1G35170.4,Q9C6E7,
AT1G35180,AT1G35180.1,Q9C6E8,
AT1G35183,AT1G35183.1,Q9C6E9,
AT1G35190,AT1G35190.1,Q9C6F0,R-ATH-1119294
AT1G35190,AT1G35190.1,Q9C6F0,R-ATH-1119377
AT1G35190,AT1G35190.1,Q9C6F0,R-ATH-1119625
AT3G09630,AT3G09630.1,Q9C6F1,
AT1G35210,AT1G35210.1,Q9C6F2,
AT1G35220,AT1G35220.3,Q9C6F3,
AT1G58120,AT1G58120.1,Q9C6F6,
AT1G58070,AT1G58070.1,Q9C6F8,
AT1G58025,AT1G58025.5,Q9C6G1,
AT4G16215,AT4G16215.1,Q9C6G1,
AT1G29730,AT1G29730.1,Q9C6G4,
AT1G29740,AT1G29740.1,Q9C6G5,
AT1G55380,AT1G55380.1,Q9C6G7,
AT1G55390,AT1G55390.1,Q9C6G8,
AT1G66640,AT1G66640.1,Q9C6H1,
AT1G69750,AT1G69750.3,Q9C6H6,
AT1G51030,AT1G51030.1,Q9C6H9,
AT1G51000,AT1G51000.1,Q9C6I0,
AT1G50950,AT1G50950.1,Q9C6I5,
AT1G50910,AT1G50910.1,Q9C6I9,
AT1G50830,AT1G50830.1,Q9C6J6,
AT1G50820,AT1G50820.1,Q9C6J7,
AT1G50820,AT1G50820.2,Q9C6J8,
AT1G50790,AT1G50790.1,Q9C6J9,
AT1G50780,AT1G50780.1,Q9C6K0,
AT1G50770,AT1G50770.1,Q9C6K1,
AT1G50760,AT1G50760.1,Q9C6K2,
AT1G76880,AT1G76880.1,Q9C6K3,
AT1G76870,AT1G76870.3,Q9C6K4,
AT1G76870,AT1G76870.1,Q9C6K4,
AT1G76870,AT1G76870.2,Q9C6K4,
AT1G76840,AT1G76840.1,Q9C6K7,
AT1G25400,AT1G25400.2,Q9C6L0,
AT1G25400,AT1G25400.1,Q9C6L0,
AT1G25420,AT1G25420.1,Q9C6L2,
AT1G43760,AT1G43760.1,Q9C6L3,
AT1G60720,AT1G60720.1,Q9C6L3,
AT1G25460,AT1G25460.1,Q9C6L6,
AT1G25500,AT1G25500.2,Q9C6L9,
AT1G25510,AT1G25510.1,Q9C6M0,
AT1G25570,AT1G25570.1,Q9C6M6,
AT1G27870,AT1G27870.1,Q9C6N1,
AT1G27850,AT1G27850.1,Q9C6N3,
AT1G31150,AT1G31150.2,Q9C6N9,
AT1G27760,AT1G27760.2,Q9C6P0,
AT1G50690,AT1G50690.1,Q9C6P4,
AT1G50630,AT1G50630.1,Q9C6P7,
AT1G50620,AT1G50620.1,Q9C6P8,
AT1G50570,AT1G50570.2,Q9C6Q0,
AT1G50575,AT1G50575.1,Q9C6Q0,
AT1G50530,AT1G50530.1,Q9C6Q1,
AT1G50510,AT1G50510.1,Q9C6Q2,
AT1G50470,AT1G50470.1,Q9C6Q5,
AT1G58230,AT1G58230.2,Q9C6Q8,
AT1G58150,AT1G58150.1,Q9C6R4,
AT1G58120,AT1G58120.1,Q9C6R5,
AT1G31780,AT1G31780.1,Q9C6R8,
AT1G31870,AT1G31870.2,Q9C6S8,
AT1G31870,AT1G31870.1,Q9C6S8,
AT1G50730,AT1G50730.1,Q9C6T6,
AT1G50770,AT1G50770.1,Q9C6T8,
AT1G50745,AT1G50745.1,Q9C6T8,
AT1G50790,AT1G50790.1,Q9C6T9,
AT3G08490,AT3G08490.1,Q9C6U2,
AT3G08030,AT3G08030.2,Q9C6U3,
AT1G31510,AT1G31510.1,Q9C6U5,
AT1G31520,AT1G31520.1,Q9C6U6,
AT1G31530,AT1G31530.1,Q9C6U7,
AT1G31540,AT1G31540.2,Q9C6U8,
AT1G31620,AT1G31620.1,Q9C6V2,
AT1G31660,AT1G31660.1,Q9C6V6,
AT1G31690,AT1G31690.1,Q9C6V8,R-ATH-1119486
AT1G31690,AT1G31690.1,Q9C6V8,R-ATH-1119271
AT1G31690,AT1G31690.1,Q9C6V9,R-ATH-1119486
AT1G31690,AT1G31690.1,Q9C6V9,R-ATH-1119271
AT1G31710,AT1G31710.1,Q9C6W0,R-ATH-1119486
AT1G31710,AT1G31710.1,Q9C6W0,R-ATH-1119271
AT1G31710,AT1G31710.1,Q9C6W1,R-ATH-1119486
AT1G31710,AT1G31710.1,Q9C6W1,R-ATH-1119271
AT1G31720,AT1G31720.1,Q9C6W2,
AT1G32000,AT1G32000.1,Q9C6W7,
AT1G32010,AT1G32010.1,Q9C6W8,
AT1G48620,AT1G48620.1,Q9C6X5,
AT1G44085,AT1G44085.1,Q9C6Y0,
AT1G44130,AT1G44130.1,Q9C6Y5,
AT1G44160,AT1G44160.1,Q9C6Y6,
AT1G44180,AT1G44180.1,Q9C6Y8,
AT1G44180,AT1G44180.2,Q9C6Y8,
AT1G44180,AT1G44180.3,Q9C6Y8,
AT1G30130,AT1G30130.2,Q9C6Z4,
AT1G30130,AT1G30130.1,Q9C6Z4,
AT1G30130,AT1G30130.3,Q9C6Z4,
AT1G30140,AT1G30140.2,Q9C6Z5,
AT1G30160,AT1G30160.1,Q9C6Z7,
AT1G30170,AT1G30170.1,Q9C6Z8,
AT1G30190,AT1G30190.1,Q9C6Z9,
AT1G49920,AT1G49920.1,Q9C702,
AT1G49920,AT1G49920.2,Q9C702,
AT1G49930,AT1G49930.1,Q9C703,
AT1G66440,AT1G66440.1,Q9C704,
AT1G66450,AT1G66450.1,Q9C705,
AT1G66460,AT1G66460.1,Q9C706,
AT1G66510,AT1G66510.2,Q9C711,
AT1G66510,AT1G66510.1,Q9C711,
AT1G66510,AT1G66510.4,Q9C711,
AT1G66520,AT1G66520.1,Q9C712,
AT1G66540,AT1G66540.1,Q9C714,
AT1G55140,AT1G55140.1,Q9C719,
AT1G55140,AT1G55140.2,Q9C719,
AT1G55050,AT1G55050.2,Q9C726,
AT1G58230,AT1G58230.1,Q9C729,
AT1G58230,AT1G58230.3,Q9C729,
AT1G58230,AT1G58230.2,Q9C729,
AT1G58210,AT1G58210.1,Q9C730,
AT1G58215,AT1G58215.1,Q9C730,
AT1G58190,AT1G58190.4,Q9C732,
AT1G48660,AT1G48660.1,Q9C735,
AT1G48670,AT1G48670.1,Q9C736,
AT1G48690,AT1G48690.1,Q9C737,
AT1G48700,AT1G48700.4,Q9C738,
AT1G48720,AT1G48720.1,Q9C739,
AT1G48720,AT1G48720.1,Q9C740,
AT1G48730,AT1G48730.1,Q9C741,
AT1G48740,AT1G48740.1,Q9C742,
AT1G48750,AT1G48750.1,Q9C743,
AT1G48770,AT1G48770.3,Q9C745,
AT1G48770,AT1G48770.2,Q9C745,
AT1G48770,AT1G48770.1,Q9C745,
AT1G48780,AT1G48780.1,Q9C746,
AT1G48820,AT1G48820.1,Q9C749,
AT1G30300,AT1G30300.2,Q9C750,
AT1G30290,AT1G30290.1,Q9C751,
AT1G30280,AT1G30280.1,Q9C752,
AT1G30260,AT1G30260.1,Q9C754,
AT1G30250,AT1G30250.1,Q9C755,
AT1G30240,AT1G30240.2,Q9C756,
AT1G42080,AT1G42080.1,Q9C760,
AT3G42170,AT3G42170.2,Q9C761,
AT1G42190,AT1G42190.1,Q9C763,
AT3G11380,AT3G11380.1,Q9C767,
AT3G11310,AT3G11310.1,Q9C771,
AT3G11290,AT3G11290.1,Q9C772,
AT3G11280,AT3G11280.1,Q9C773,
AT3G11280,AT3G11280.2,Q9C773,
AT3G11160,AT3G11160.1,Q9C779,
AT3G11150,AT3G11150.1,Q9C780,
AT3G11100,AT3G11100.1,Q9C781,
AT3G11060,AT3G11060.1,Q9C782,
AT3G11040,AT3G11040.1,Q9C783,
AT1G69550,AT1G69550.1,Q9C784,
AT1G69540,AT1G69540.1,Q9C785,
AT1G69526,AT1G69526.2,Q9C786,
AT1G69520,AT1G69520.2,Q9C786,
AT1G69510,AT1G69510.1,Q9C787,
AT1G69510,AT1G69510.2,Q9C787,
AT1G69510,AT1G69510.3,Q9C787,
AT1G69470,AT1G69470.1,Q9C790,
AT1G69430,AT1G69430.1,Q9C794,
AT1G69340,AT1G69340.1,Q9C796,
AT1G69320,AT1G69320.1,Q9C797,
AT1G69325,AT1G69325.1,Q9C797,
AT3G12300,AT3G12300.1,Q9C799,
AT3G12420,AT3G12420.1,Q9C7A4,
AT3G12430,AT3G12430.1,Q9C7A5,
AT3G12410,AT3G12410.1,Q9C7A6,
AT3G12480,AT3G12480.1,Q9C7A7,
AT3G12540,AT3G12540.1,Q9C7A9,
AT3G12587,AT3G12587.1,Q9C7B2,
AT3G12590,AT3G12590.1,Q9C7B2,
AT3G12640,AT3G12640.2,Q9C7B4,
AT3G11990,AT3G11990.1,Q9C7B7,
AT3G12010,AT3G12010.1,Q9C7B8,
AT3G12080,AT3G12080.1,Q9C7C0,
AT3G12150,AT3G12150.1,Q9C7C5,
AT3G12170,AT3G12170.1,Q9C7C7,
AT3G12210,AT3G12210.2,Q9C7D5,
AT3G12150,AT3G12150.1,Q9C7D8,
AT1G28140,AT1G28140.1,Q9C7E0,
AT1G28090,AT1G28090.2,Q9C7E4,
AT1G28080,AT1G28080.1,Q9C7E5,
AT1G28070,AT1G28070.1,Q9C7E6,
AT1G28030,AT1G28030.1,Q9C7F0,
AT1G28000,AT1G28000.1,Q9C7F3,
AT1G27990,AT1G27990.1,Q9C7F4,
AT1G27960,AT1G27960.1,Q9C7F6,
AT1G72020,AT1G72020.1,Q9C7G5,
AT1G72030,AT1G72030.1,Q9C7G6,
AT1G72040,AT1G72040.1,Q9C7G7,
AT1G72060,AT1G72060.1,Q9C7G9,
AT1G72070,AT1G72070.2,Q9C7H0,
AT1G72080,AT1G72080.1,Q9C7H1,
AT1G72090,AT1G72090.1,Q9C7H2,
AT1G72100,AT1G72100.1,Q9C7H3,
AT1G72110,AT1G72110.1,Q9C7H4,
ATMG00860,ATMG00860.1,Q9C7H8,
AT1G35340,AT1G35340.1,Q9C7I0,
AT1G35320,AT1G35320.1,Q9C7I2,
AT1G35220,AT1G35220.3,Q9C7J0,
AT1G56180,AT1G56180.1,Q9C7J3,
AT1G56200,AT1G56200.1,Q9C7J5,
AT1G56230,AT1G56230.1,Q9C7J8,
AT1G56270,AT1G56270.1,Q9C7K2,
AT1G56290,AT1G56290.1,Q9C7K4,
AT1G56300,AT1G56300.2,Q9C7K5,
AT1G56310,AT1G56310.2,Q9C7K6,
AT1G56320,AT1G56320.1,Q9C7K7,
AT1G56380,AT1G56380.1,Q9C7L0,
AT1G54790,AT1G54790.1,Q9C7L1,
AT1G54820,AT1G54820.1,Q9C7L2,
AT1G54920,AT1G54920.3,Q9C7L5,
AT4G00140,AT4G00140.1,Q9C7L7,
AT1G54950,AT1G54950.1,Q9C7L8,
AT1G55040,AT1G55040.1,Q9C7M2,
AT1G55050,AT1G55050.2,Q9C7M3,
AT1G36922,AT1G36922.2,Q9C7M5,
AT2G17905,AT2G17905.1,Q9C7N6,
AT1G29640,AT1G29640.1,Q9C7N7,
AT1G29620,AT1G29620.1,Q9C7N9,
AT1G29580,AT1G29580.1,Q9C7P3,
AT1G29560,AT1G29560.1,Q9C7P5,
AT1G29540,AT1G29540.1,Q9C7P7,
AT1G29530,AT1G29530.1,Q9C7P8,
AT1G29520,AT1G29520.1,Q9C7P9,
AT1G29480,AT1G29480.1,Q9C7Q3,
AT1G29380,AT1G29380.2,Q9C7R3,
AT1G29380,AT1G29380.4,Q9C7R3,
AT1G29370,AT1G29370.1,Q9C7R4,
AT1G29350,AT1G29350.1,Q9C7R5,
AT1G43020,AT1G43020.1,Q9C7R8,
AT1G43000,AT1G43000.1,Q9C7R9,
AT1G42960,AT1G42960.1,Q9C7S3,
AT1G72270,AT1G72270.1,Q9C7S8,
AT1G72275,AT1G72275.1,Q9C7S8,
AT1G72240,AT1G72240.1,Q9C7T1,
AT1G72230,AT1G72230.1,Q9C7T2,
AT1G72190,AT1G72190.1,Q9C7T6,
AT1G72170,AT1G72170.1,Q9C7T8,
AT1G72175,AT1G72175.2,Q9C7T8,
AT3G01015,AT3G01015.1,Q9C7U3,
AT1G64255,AT1G64255.1,Q9C7V0,
AT1G64260,AT1G64260.1,Q9C7V1,
AT1G64260,AT1G64260.2,Q9C7V1,
AT1G64290,AT1G64290.1,Q9C7V3,
AT1G64300,AT1G64300.1,Q9C7V4,
AT1G64320,AT1G64320.1,Q9C7V6,
AT1G64330,AT1G64330.1,Q9C7V7,
AT1G64340,AT1G64340.1,Q9C7V8,
AT1G64360,AT1G64360.1,Q9C7W0,
AT1G64370,AT1G64370.1,Q9C7W1,
AT1G52950,AT1G52950.1,Q9C7W5,
AT1G64430,AT1G64430.1,Q9C7W6,
AT1G56520,AT1G56520.1,Q9C7W9,
AT1G56460,AT1G56460.3,Q9C7X2,
AT1G56440,AT1G56440.1,Q9C7X4,
AT1G56420,AT1G56420.1,Q9C7X6,
AT1G32570,AT1G32570.2,Q9C7Y3,
AT1G32570,AT1G32570.1,Q9C7Y3,
AT1G47940,AT1G47940.1,Q9C7Y7,
AT1G47970,AT1G47970.1,Q9C7Y9,
AT1G47980,AT1G47980.1,Q9C7Z0,
AT1G48010,AT1G48010.1,Q9C7Z2,
AT1G48070,AT1G48070.2,Q9C7Z5,
AT1G48090,AT1G48090.5,Q9C7Z6,
AT1G48095,AT1G48095.1,Q9C7Z7,
AT1G33500,AT1G33500.3,Q9C802,
AT1G33500,AT1G33500.2,Q9C802,
AT1G33490,AT1G33490.1,Q9C803,
AT1G33470,AT1G33470.3,Q9C805,
AT5G15685,AT5G15685.1,Q9C806,
AT4G04775,AT4G04775.1,Q9C807,
AT1G33400,AT1G33400.1,Q9C812,
AT1G33330,AT1G33330.3,Q9C815,
AT1G52240,AT1G52240.1,Q9C817,
AT1G52270,AT1G52270.1,Q9C819,
AT1G52320,AT1G52320.5,Q9C824,
AT1G52320,AT1G52320.2,Q9C824,
AT1G52330,AT1G52330.1,Q9C825,
AT1G52370,AT1G52370.3,Q9C828,
AT1G52390,AT1G52390.1,Q9C830,
AT3G06640,AT3G06640.3,Q9C833,
AT3G66656,AT3G66656.1,Q9C836,
AT3G36659,AT3G36659.1,Q9C838,
AT3G06660,AT3G06660.1,Q9C838,
AT3G06710,AT3G06710.1,Q9C840,
AT1G42710,AT1G42710.1,Q9C842,
AT1G42700,AT1G42700.1,Q9C843,
AT2G13770,AT2G13770.1,Q9C845,
AT1G42680,AT1G42680.1,Q9C846,
AT3G47680,AT3G47680.1,Q9C847,
AT1G42615,AT1G42615.1,Q9C847,
AT4G05555,AT4G05555.1,Q9C849,
AT1G36970,AT1G36970.1,Q9C849,
AT1G31540,AT1G31540.2,Q9C858,
AT1G31530,AT1G31530.1,Q9C859,
AT1G31520,AT1G31520.1,Q9C860,
AT1G31460,AT1G31460.1,Q9C863,
AT1G31450,AT1G31450.1,Q9C864,
AT1G31410,AT1G31410.1,Q9C868,
AT1G31380,AT1G31380.1,Q9C871,
AT1G31370,AT1G31370.1,Q9C872,
AT1G33330,AT1G33330.2,Q9C875,
AT1G33330,AT1G33330.3,Q9C875,
AT1G33330,AT1G33330.1,Q9C875,
AT1G33290,AT1G33290.1,Q9C877,
AT1G33270,AT1G33270.1,Q9C879,
AT1G33250,AT1G33250.1,Q9C881,
AT1G33230,AT1G33230.1,Q9C883,
AT1G33140,AT1G33140.1,Q9C885,
AT1G55150,AT1G55150.1,Q9C886,
AT1G55200,AT1G55200.2,Q9C890,
AT1G55200,AT1G55200.1,Q9C890,
AT1G55200,AT1G55200.4,Q9C890,
AT1G55200,AT1G55200.3,Q9C890,
AT1G55220,AT1G55220.1,Q9C892,
AT1G55230,AT1G55230.1,Q9C893,
AT1G55240,AT1G55240.1,Q9C894,
AT1G55260,AT1G55260.1,Q9C896,
AT1G55280,AT1G55280.2,Q9C898,
AT1G55340,AT1G55340.1,Q9C8A5,
AT1G55360,AT1G55360.1,Q9C8A7,
AT1G55380,AT1G55380.1,Q9C8A8,
AT4G07325,AT4G07325.1,Q9C8A9,
AT3G51690,AT3G51690.1,Q9C8B0,
AT1G52950,AT1G52950.1,Q9C8B2,
AT1G35890,AT1G35890.1,Q9C8B5,
AT1G35880,AT1G35880.1,Q9C8B6,
AT1G35860,AT1G35860.1,Q9C8B7,
AT1G35830,AT1G35830.1,Q9C8B9,
AT1G35820,AT1G35820.1,Q9C8C0,
AT1G43100,AT1G43100.1,Q9C8C2,
AT1G43090,AT1G43090.1,Q9C8C3,
AT1G43080,AT1G43080.1,Q9C8C4,
AT1G43040,AT1G43040.1,Q9C8C5,
AT1G43020,AT1G43020.1,Q9C8C6,
AT1G66190,AT1G66190.1,Q9C8C8,
AT1G66180,AT1G66180.1,Q9C8C9,
AT1G66130,AT1G66130.1,Q9C8D3,
AT1G66110,AT1G66110.1,Q9C8D5,
AT1G66080,AT1G66080.1,Q9C8D7,
AT1G66070,AT1G66070.1,Q9C8D8,
AT1G66070,AT1G66070.2,Q9C8D8,
AT1G66060,AT1G66060.1,Q9C8D9,
AT1G66030,AT1G66030.1,Q9C8E2,
AT1G66000,AT1G66000.1,Q9C8E4,
AT1G42480,AT1G42480.1,Q9C8E9,
AT1G42470,AT1G42470.1,Q9C8F0,
AT1G36640,AT1G36640.1,Q9C8F3,
AT1G21280,AT1G21280.1,Q9C8F4,
AT1G36280,AT1G36280.1,Q9C8F5,
AT1G36230,AT1G36230.1,Q9C8F8,
AT1G30320,AT1G30320.1,Q9C8G3,
AT1G30370,AT1G30370.1,Q9C8G6,
AT2G03530,AT2G03530.4,Q9C8G8,
AT1G51560,AT1G51560.1,Q9C8H2,R-ATH-1119534
AT1G51560,AT1G51560.1,Q9C8H2,R-ATH-1119594
AT1G51570,AT1G51570.1,Q9C8H3,
AT1G51620,AT1G51620.2,Q9C8H4,
AT1G51640,AT1G51640.1,Q9C8H6,
AT1G51720,AT1G51720.1,Q9C8I0,
AT1G51730,AT1G51730.1,Q9C8I1,
AT3G24255,AT3G24255.4,Q9C8I3,
AT1G51770,AT1G51770.1,Q9C8I4,
AT1G51790,AT1G51790.1,Q9C8I5,
AT1G51805,AT1G51805.1,Q9C8I7,
AT1G51830,AT1G51830.2,Q9C8J0,
AT1G51405,AT1G51405.1,Q9C8J3,
AT5G19440,AT5G19440.1,Q9C8J3,
AT1G51430,AT1G51430.1,Q9C8J5,
AT1G51520,AT1G51520.1,Q9C8K4,
AT1G51530,AT1G51530.1,Q9C8K5,
AT1G51538,AT1G51538.1,Q9C8K6,
AT1G51540,AT1G51540.1,Q9C8K6,
AT1G51560,AT1G51560.1,Q9C8K8,R-ATH-1119534
AT1G51560,AT1G51560.1,Q9C8K8,R-ATH-1119594
AT1G53480,AT1G53480.2,Q9C8L0,
AT1G53610,AT1G53610.1,Q9C8L7,
AT1G53620,AT1G53620.1,Q9C8L8,
AT1G53645,AT1G53645.1,Q9C8L9,
AT1G53710,AT1G53710.1,Q9C8M6,
AT1G53760,AT1G53760.1,Q9C8N0,
AT1G34380,AT1G34380.2,Q9C8N6,
AT1G34400,AT1G34400.1,Q9C8N8,
AT1G34440,AT1G34440.1,Q9C8P1,
AT1G35400,AT1G35400.1,Q9C8P3,
AT1G35410,AT1G35410.1,Q9C8P4,
AT1G35420,AT1G35420.1,Q9C8P5,
AT1G35430,AT1G35430.1,Q9C8P6,
AT1G35500,AT1G35500.1,Q9C8Q1,
AT1G41820,AT1G41820.1,Q9C8Q4,
AT1G30080,AT1G30080.1,Q9C8R3,
AT1G30070,AT1G30070.1,Q9C8R4,
AT1G30060,AT1G30060.1,Q9C8R5,
AT1G30050,AT1G30050.1,Q9C8R6,
AT1G30020,AT1G30020.1,Q9C8R7,
AT1G29990,AT1G29990.1,Q9C8S0,
AT1G29980,AT1G29980.1,Q9C8S1,
AT1G54760,AT1G54760.1,Q9C8S3,
AT1G29960,AT1G29960.1,Q9C8S3,
AT1G29930,AT1G29930.1,Q9C8S5,
AT1G63230,AT1G63230.1,Q9C8S7,
AT1G63240,AT1G63240.1,Q9C8S8,
AT1G63280,AT1G63280.1,Q9C8T2,
AT1G63290,AT1G63290.1,Q9C8T3,R-ATH-1119519
AT1G63300,AT1G63300.1,Q9C8T4,
AT1G63310,AT1G63310.1,Q9C8T5,
AT1G63320,AT1G63320.1,Q9C8T6,
AT1G33870,AT1G33870.1,Q9C8U4,
AT1G33940,AT1G33940.1,Q9C8V1,
AT1G33940,AT1G33940.2,Q9C8V1,
