Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID,Plant Reactome Reaction ID
AT5G49210,AT5G49210.2,Q945P2,
AT1G53000,AT1G53000.1,Q945P4,R-ATH-1119532
AT3G62580,AT3G62580.1,Q945P5,
AT2G24550,AT2G24550.1,Q945P6,
AT2G20670,AT2G20670.1,Q945P7,
AT3G27260,AT3G27260.2,Q945P9,
AT3G59090,AT3G59090.2,Q945Q2,
AT2G16800,AT2G16800.1,Q945Q4,
AT2G30695,AT2G30695.1,Q945Q5,
AT2G30695,AT2G30695.3,Q945Q5,
AT2G30695,AT2G30695.2,Q945Q5,
AT3G61740,AT3G61740.2,Q946D5,
AT3G59340,AT3G59340.1,Q948Q7,
AT3G59320,AT3G59320.1,Q948Q8,
AT3G59310,AT3G59310.1,Q948Q9,
AT3G17170,AT3G17170.1,Q948R9,
AT4G28760,AT4G28760.1,Q949M4,
AT4G28760,AT4G28760.2,Q949M4,
AT1G55040,AT1G55040.1,Q949M6,
AT1G01910,AT1G01910.2,Q949M9,
AT1G01910,AT1G01910.4,Q949M9,
AT1G01910,AT1G01910.1,Q949M9,
AT2G26530,AT2G26530.1,Q949N6,
AT3G26890,AT3G26890.2,Q949N7,
AT3G26890,AT3G26890.8,Q949N7,
AT3G26890,AT3G26890.7,Q949N7,
AT3G26890,AT3G26890.3,Q949N7,
AT3G26890,AT3G26890.4,Q949N7,
AT3G26890,AT3G26890.1,Q949N7,
AT3G26890,AT3G26890.5,Q949N7,
AT1G73920,AT1G73920.1,Q949N8,
AT3G17365,AT3G17365.1,Q949P5,
AT2G40600,AT2G40600.1,Q949P6,
AT5G03210,AT5G03210.1,Q949Q2,
AT4G02210,AT4G02210.1,Q949Q3,
AT1G10585,AT1G10585.2,Q949Q6,
AT5G33390,AT5G33390.1,Q949R3,
AT5G64230,AT5G64230.1,Q949R7,
AT3G12760,AT3G12760.1,Q949S1,
AT1G30750,AT1G30750.1,Q949S2,
AT3G42725,AT3G42725.1,Q949S3,
AT1G14340,AT1G14340.1,Q949S4,
AT1G14345,AT1G14345.1,Q949S6,
AT5G15910,AT5G15910.1,Q949S7,
AT5G45410,AT5G45410.5,Q949T0,
AT1G65295,AT1G65295.1,Q949T1,
AT1G75670,AT1G75670.1,Q949T5,
AT5G14370,AT5G14370.1,Q949T9,
AT3G07140,AT3G07140.1,Q949U5,
AT5G15640,AT5G15640.1,Q949U9,
AT5G51180,AT5G51180.1,Q949V0,
AT5G51180,AT5G51180.2,Q949V0,
AT3G59300,AT3G59300.1,Q949V7,
AT4G17310,AT4G17310.3,Q949V8,
AT4G17310,AT4G17310.4,Q949V8,
AT4G17310,AT4G17310.17,Q949V8,
AT4G17310,AT4G17310.5,Q949V8,
AT4G17310,AT4G17310.9,Q949V8,
AT4G17310,AT4G17310.12,Q949V8,
AT4G17310,AT4G17310.6,Q949V8,
AT4G17310,AT4G17310.1,Q949V8,
AT4G17310,AT4G17310.13,Q949V8,
AT4G17310,AT4G17310.11,Q949V8,
AT1G60650,AT1G60650.2,Q949W4,
AT1G22750,AT1G22750.1,Q949W5,
AT5G19540,AT5G19540.2,Q949W7,
AT5G19540,AT5G19540.1,Q949W7,
AT5G17460,AT5G17460.2,Q949X1,
AT5G17460,AT5G17460.4,Q949X1,
AT5G17460,AT5G17460.1,Q949X1,
AT5G17460,AT5G17460.5,Q949X1,
AT1G63240,AT1G63240.1,Q949Y1,
AT4G19160,AT4G19160.1,Q949Y2,
AT5G26740,AT5G26740.1,Q949Z2,
AT5G26740,AT5G26740.3,Q949Z2,
AT5G26740,AT5G26740.2,Q949Z2,
AT5G55550,AT5G55550.11,Q949Z3,
AT5G55550,AT5G55550.6,Q949Z3,
AT5G55550,AT5G55550.3,Q949Z3,
AT5G55550,AT5G55550.2,Q949Z3,
AT4G33780,AT4G33780.1,Q949Z4,
AT1G36980,AT1G36980.2,Q949Z8,
AT1G36980,AT1G36980.1,Q949Z8,
AT3G07810,AT3G07810.1,Q94A00,
AT5G46420,AT5G46420.1,Q94A01,
AT2G05590,AT2G05590.2,Q94A07,
AT5G14850,AT5G14850.1,Q94A15,R-ATH-1119573
AT5G65685,AT5G65685.11,Q94A19,
AT4G28240,AT4G28240.1,Q94A22,
AT3G58760,AT3G58760.1,Q94A25,
AT1G18090,AT1G18090.1,Q94A33,
AT1G50630,AT1G50630.1,Q94A36,
AT5G21105,AT5G21105.1,Q94A37,
AT1G12930,AT1G12930.1,Q94A39,
AT3G62830,AT3G62830.1,Q94A44,
AT2G44500,AT2G44500.1,Q94A46,
AT3G16170,AT3G16170.1,Q94A48,
AT1G12830,AT1G12830.1,Q94A53,
AT4G39470,AT4G39470.1,Q94A56,
AT2G21620,AT2G21620.2,Q94A58,
AT5G13880,AT5G13880.1,Q94A70,
AT3G15350,AT3G15350.2,Q94A75,
AT5G41970,AT5G41970.1,Q94A80,
AT1G31070,AT1G31070.2,Q94A81,
AT4G05040,AT4G05040.7,Q94A85,
AT4G05040,AT4G05040.6,Q94A85,
AT4G05040,AT4G05040.1,Q94A85,
AT4G05040,AT4G05040.4,Q94A85,
AT4G05040,AT4G05040.5,Q94A85,
AT4G05040,AT4G05040.2,Q94A85,
AT4G05040,AT4G05040.3,Q94A85,
AT5G64360,AT5G64360.5,Q94A90,
AT5G52420,AT5G52420.1,Q94A91,
AT1G75770,AT1G75770.1,Q94A92,
AT2G44640,AT2G44640.1,Q94A95,
AT1G65900,AT1G65900.1,Q94A98,
AT4G35080,AT4G35080.1,Q94A99,
AT3G09210,AT3G09210.1,Q94AA3,
AT5G18170,AT5G18170.1,Q94AA6,
AT5G50130,AT5G50130.1,Q94AA7,
AT5G63200,AT5G63200.1,Q94AA8,
AT5G35560,AT5G35560.1,Q94AB0,
AT3G14075,AT3G14075.1,Q94AB1,
AT3G14075,AT3G14075.2,Q94AB1,
AT3G14075,AT3G14075.3,Q94AB1,
AT3G58640,AT3G58640.2,Q94AB2,
AT3G58640,AT3G58640.1,Q94AB2,
AT2G39190,AT2G39190.1,Q94AB3,
AT3G13340,AT3G13340.2,Q94AB4,
AT3G13340,AT3G13340.3,Q94AB4,
AT3G13340,AT3G13340.1,Q94AB4,
AT5G41350,AT5G41350.3,Q94AB7,
AT5G41350,AT5G41350.1,Q94AB7,
AT1G05070,AT1G05070.1,Q94AB8,
AT4G36960,AT4G36960.2,Q94AC3,
AT4G36960,AT4G36960.1,Q94AC3,
AT2G25730,AT2G25730.4,Q94AC4,
AT5G15220,AT5G15220.1,Q94AC6,
AT5G15220,AT5G15220.2,Q94AC6,
AT4G28030,AT4G28030.1,Q94AC8,
AT1G53500,AT1G53500.1,Q94AC9,R-ATH-1119428
AT1G53500,AT1G53500.1,Q94AC9,R-ATH-1119620
AT4G33690,AT4G33690.1,Q94AD3,
AT5G24810,AT5G24810.2,Q94AD6,
AT2G44090,AT2G44090.5,Q94AD7,
AT3G22430,AT3G22430.1,Q94AE0,
AT5G43400,AT5G43400.1,Q94AE4,
AT1G50380,AT1G50380.2,Q94AE5,
AT5G56360,AT5G56360.1,Q94AF1,
AT4G28740,AT4G28740.1,Q94AF3,
AT5G20160,AT5G20160.1,Q94AF6,
AT2G07340,AT2G07340.1,Q94AF7,
AT3G07470,AT3G07470.1,Q94AG1,
AT1G17744,AT1G17744.1,Q94AG7,
AT3G05010,AT3G05010.1,Q94AH1,
AT5G64730,AT5G64730.1,Q94AH2,
AT5G48655,AT5G48655.3,Q94AH4,
AT4G36850,AT4G36850.1,Q94AH7,
AT3G11800,AT3G11800.1,Q94AI8,
AT4G20480,AT4G20480.1,Q94AJ6,
AT4G33666,AT4G33666.1,Q94AJ7,
AT3G55430,AT3G55430.1,Q94AJ8,
AT1G12800,AT1G12800.1,Q94AJ9,
AT5G42825,AT5G42825.1,Q94AK0,
AT5G24990,AT5G24990.1,Q94AK1,
AT1G26470,AT1G26470.1,Q94AK3,
AT1G25260,AT1G25260.1,Q94AK8,
AT4G32590,AT4G32590.1,Q94AK9,
AT4G22270,AT4G22270.1,Q94AL2,
AT3G55290,AT3G55290.1,Q94AL3,
AT4G20150,AT4G20150.1,Q94AL6,
AT5G29000,AT5G29000.2,Q94AL7,
AT3G25860,AT3G25860.1,Q94AM2,
AT1G73480,AT1G73480.1,Q94AM5,
AT4G30996,AT4G30996.1,Q94AM8,
AT1G60670,AT1G60670.2,Q94AP2,
AT4G36970,AT4G36970.1,Q94AQ0,
AT1G48750,AT1G48750.1,Q94AQ3,
AT4G28085,AT4G28085.1,Q94AQ4,
AT4G28085,AT4G28085.2,Q94AQ4,
AT5G11280,AT5G11280.1,Q94AQ7,
AT5G58570,AT5G58570.1,Q94AT2,
AT1G49350,AT1G49350.1,Q94AT3,
AT4G33130,AT4G33130.2,Q94AU1,
AT2G21385,AT2G21385.1,Q94AU3,
AT5G19570,AT5G19570.1,Q94AU5,
AT4G38500,AT4G38500.1,Q94AV6,
AT3G51330,AT3G51330.1,Q94AV8,
AT5G39590,AT5G39590.1,Q94AW2,
AT2G25355,AT2G25355.1,Q94AW9,
AT4G17010,AT4G17010.1,Q94AX0,
AT2G48140,AT2G48140.1,Q94AX3,
AT5G05550,AT5G05550.1,Q94AX7,
AT3G53030,AT3G53030.1,Q94AX8,
AT1G72650,AT1G72650.1,Q94AX9,
AT1G09780,AT1G09780.1,Q94AY0,
AT1G20880,AT1G20880.1,Q94AY2,
AT1G05140,AT1G05140.1,Q94AY8,
AT5G41020,AT5G41020.1,Q94AY9,
AT2G45060,AT2G45060.1,Q94AZ5,
AT5G43680,AT5G43680.2,Q94AZ7,
AT5G43680,AT5G43680.1,Q94AZ7,
AT4G12070,AT4G12070.1,Q94B03,
AT1G67250,AT1G67250.1,Q94B05,
AT5G54870,AT5G54870.1,Q94B24,
AT1G76600,AT1G76600.1,Q94B28,
AT4G05320,AT4G05320.2,Q94B30,
AT4G02405,AT4G02405.2,Q94B36,
AT4G32260,AT4G32260.1,Q94B39,
AT1G06720,AT1G06720.2,Q94B48,
AT3G25470,AT3G25470.1,Q94B50,
AT1G20430,AT1G20430.1,Q94B54,
AT1G24610,AT1G24610.1,Q94B58,
AT5G61340,AT5G61340.1,Q94B75,
AT3G62840,AT3G62840.1,Q94B79,
AT4G35510,AT4G35510.1,Q94B80,
AT4G40050,AT4G40050.1,Q94BN1,
AT3G24560,AT3G24560.1,Q94BN3,
AT5G50900,AT5G50900.1,Q94BN5,
AT4G32340,AT4G32340.1,Q94BN6,
AT5G12940,AT5G12940.1,Q94BN7,
AT5G55100,AT5G55100.2,Q94BN8,
AT5G10940,AT5G10940.1,Q94BQ3,
AT5G27830,AT5G27830.1,Q94BQ5,
AT1G70100,AT1G70100.2,Q94BQ6,
AT1G70100,AT1G70100.1,Q94BQ6,
AT1G70100,AT1G70100.5,Q94BQ6,
AT1G63490,AT1G63490.4,Q94BQ7,
AT1G30890,AT1G30890.2,Q94BQ9,
AT1G30890,AT1G30890.1,Q94BQ9,
AT5G63190,AT5G63190.1,Q94BR1,
AT5G63190,AT5G63190.2,Q94BR1,
AT5G19140,AT5G19140.1,Q94BR2,
AT3G17940,AT3G17940.1,Q94BR8,
AT3G48200,AT3G48200.1,Q94BR9,
AT3G21290,AT3G21290.1,Q94BS1,
AT1G69550,AT1G69550.1,Q94BS4,
AT4G09340,AT4G09340.1,Q94BS7,
AT5G41810,AT5G41810.1,Q94BT3,
AT2G47730,AT2G47730.2,Q94BT5,
AT3G27160,AT3G27160.1,Q94BT7,
AT3G61820,AT3G61820.1,Q94BT8,
AT5G47730,AT5G47730.4,Q94BU2,
AT1G19140,AT1G19140.2,Q94BU3,
AT1G33470,AT1G33470.2,Q94BU4,
AT3G10970,AT3G10970.1,Q94BU7,
AT2G16900,AT2G16900.6,Q94BU9,
AT5G54145,AT5G54145.1,Q94BV1,
AT5G58575,AT5G58575.1,Q94BV2,
AT5G58575,AT5G58575.2,Q94BV2,
AT5G27210,AT5G27210.1,Q94BV6,
AT1G10640,AT1G10640.1,Q94BV8,
AT1G35160,AT1G35160.1,Q94BW0,
AT1G47128,AT1G47128.1,Q94BX1,
AT3G50910,AT3G50910.1,Q94BX2,
AT4G25670,AT4G25670.1,Q94BX3,
AT4G25670,AT4G25670.2,Q94BX3,
AT2G18690,AT2G18690.1,Q94BX8,
AT3G49400,AT3G49400.1,Q94BY0,
AT1G65820,AT1G65820.1,Q94BY2,
AT5G14030,AT5G14030.3,Q94BY3,
AT5G14030,AT5G14030.4,Q94BY3,
AT5G14030,AT5G14030.1,Q94BY3,
AT5G14030,AT5G14030.2,Q94BY3,
AT3G17930,AT3G17930.1,Q94BY7,
AT5G40660,AT5G40660.1,Q94BY8,
AT5G53570,AT5G53570.1,Q94BY9,
AT1G50450,AT1G50450.1,Q94BZ0,R-ATH-1119365
AT2G32810,AT2G32810.1,Q94BZ3,
AT2G34655,AT2G34655.1,Q94BZ4,
AT1G12850,AT1G12850.1,Q94BZ6,
AT5G51070,AT5G51070.1,Q94C10,
AT1G69680,AT1G69680.1,Q94C15,
AT5G50940,AT5G50940.1,Q94C16,
AT1G65560,AT1G65560.2,Q94C17,
AT5G64160,AT5G64160.1,Q94C20,
AT1G11480,AT1G11480.1,Q94C21,
AT3G13062,AT3G13062.1,Q94C36,
AT3G42050,AT3G42050.1,Q94C38,
AT5G17210,AT5G17210.1,Q94C50,
AT3G27640,AT3G27640.1,Q94C55,
AT5G58370,AT5G58370.1,Q94C58,
AT2G18510,AT2G18510.1,Q94C63,
AT5G38895,AT5G38895.1,Q94C65,
AT1G64880,AT1G64880.1,Q94C73,
AT1G37130,AT1G37130.1,Q94C76,R-ATH-1119291
AT3G51140,AT3G51140.1,Q94C78,
AT4G24805,AT4G24805.1,Q94C79,
AT4G01810,AT4G01810.2,Q94C84,
AT3G16850,AT3G16850.1,Q94C86,
AT1G04900,AT1G04900.1,Q94C90,
AT2G40490,AT2G40490.1,Q94C92,
AT1G04140,AT1G04140.1,Q94C94,
AT1G55675,AT1G55675.1,Q94CA5,
AT4G37560,AT4G37560.1,Q94CA8,
AT1G75090,AT1G75090.1,Q94CA9,
AT4G32560,AT4G32560.2,Q94CB2,
AT4G32560,AT4G32560.1,Q94CB2,
AT5G43260,AT5G43260.1,Q94CB5,
AT3G47070,AT3G47070.1,Q94CB6,
AT1G05380,AT1G05380.2,Q94CB7,
AT2G25625,AT2G25625.2,Q94CB8,
AT5G27730,AT5G27730.1,Q94CC1,
AT4G36195,AT4G36195.1,Q94CC6,
AT4G36195,AT4G36195.3,Q94CC6,
AT1G26650,AT1G26650.1,Q94CC9,
AT4G33360,AT4G33360.1,Q94CD9,R-ATH-1119428
AT4G33360,AT4G33360.1,Q94CD9,R-ATH-1119620
AT3G06660,AT3G06660.1,Q94CE6,
AT4G15560,AT4G15560.1,Q94CE7,R-ATH-1119464
AT4G15560,AT4G15560.1,Q94CE7,R-ATH-1119594
AT4G15560,AT4G15560.1,Q94CE7,R-ATH-1119629
AT3G52610,AT3G52610.1,Q94CE8,
AT3G62080,AT3G62080.2,Q94CF1,
AT1G62050,AT1G62050.1,Q94CF4,
AT3G15430,AT3G15430.6,Q94CF6,
AT3G08760,AT3G08760.2,Q94CI5,
AT1G48000,AT1G48000.1,Q94CJ3,
AT5G12460,AT5G12460.1,Q94CJ6,
AT5G12450,AT5G12450.1,Q94CJ7,
AT5G12430,AT5G12430.1,Q94CJ9,
AT5G12420,AT5G12420.1,Q94CK0,
AT5G12410,AT5G12410.1,Q94CK1,
AT5G12400,AT5G12400.1,Q94CK2,
AT5G12350,AT5G12350.1,Q94CK7,
AT5G12340,AT5G12340.1,Q94CK8,
AT5G12320,AT5G12320.1,Q94CL0,
AT5G12310,AT5G12310.1,Q94CL1,
AT5G12300,AT5G12300.1,Q94CL2,
AT5G12280,AT5G12280.1,Q94CL4,
AT5G12270,AT5G12270.1,Q94CL5,
AT3G56820,AT3G56820.1,Q94EG4,
AT5G08535,AT5G08535.3,Q94EI2,
AT5G08535,AT5G08535.2,Q94EI2,
AT5G08535,AT5G08535.4,Q94EI2,
AT5G62130,AT5G62130.1,Q94EI5,
AT2G40630,AT2G40630.1,Q94EI6,
AT4G21210,AT4G21210.2,Q94EI8,
AT5G54855,AT5G54855.1,Q94EJ3,
AT3G11170,AT3G11170.1,Q94EW6,R-ATH-1119300
AT5G26731,AT5G26731.1,Q94EW8,
AT5G16550,AT5G16550.1,Q94EY7,
AT5G03430,AT5G03430.1,Q94EY8,
AT5G61450,AT5G61450.1,Q94EZ5,
AT4G34290,AT4G34290.1,Q94F02,
AT3G51090,AT3G51090.1,Q94F04,
AT1G15740,AT1G15740.1,Q94F07,
AT1G74730,AT1G74730.1,Q94F10,
AT3G13740,AT3G13740.1,Q94F12,
AT5G07440,AT5G07440.3,Q94F14,
AT3G05510,AT3G05510.1,Q94F16,
AT5G25460,AT5G25460.1,Q94F20,
AT4G30480,AT4G30480.1,Q94F21,
AT1G27290,AT1G27290.1,Q94F23,
AT1G27290,AT1G27290.2,Q94F23,
AT4G10050,AT4G10050.1,Q94F26,
AT1G27435,AT1G27435.1,Q94F28,
AT2G19180,AT2G19180.1,Q94F29,
AT1G67850,AT1G67850.5,Q94F37,
AT1G67850,AT1G67850.2,Q94F37,
AT1G67850,AT1G67850.3,Q94F37,
AT1G67850,AT1G67850.1,Q94F37,
AT1G67850,AT1G67850.7,Q94F37,
AT1G67850,AT1G67850.6,Q94F37,
AT1G80030,AT1G80030.2,Q94F41,
AT4G20350,AT4G20350.11,Q94F42,
AT3G03980,AT3G03980.1,Q94F44,
AT1G13990,AT1G13990.1,Q94F46,
AT5G03560,AT5G03560.1,Q94F48,
AT5G48790,AT5G48790.1,Q94F50,
AT4G32020,AT4G32020.1,Q94F51,
AT3G15070,AT3G15070.2,Q94F54,
AT3G15070,AT3G15070.1,Q94F54,
AT5G07540,AT5G07540.2,Q94FP7,
AT5G07540,AT5G07540.2,Q94FP8,
AT5G07530,AT5G07530.2,Q94FP9,
AT5G07530,AT5G07530.2,Q94FQ0,
AT5G07520,AT5G07520.1,Q94FQ1,
AT5G07560,AT5G07560.1,Q94FQ2,
AT5G07530,AT5G07530.2,Q94FQ4,
AT5G07540,AT5G07540.2,Q94FQ5,
AT5G07550,AT5G07550.1,Q94FQ6,
AT5G07560,AT5G07560.1,Q94FQ7,
AT5G07520,AT5G07520.1,Q94FQ9,
AT5G07530,AT5G07530.2,Q94FR0,
AT5G07540,AT5G07540.2,Q94FR1,
AT5G07560,AT5G07560.1,Q94FR2,
AT1G25340,AT1G25340.1,Q94FU0,
AT4G22680,AT4G22680.1,Q94GA6,
AT1G59510,AT1G59510.1,Q94HW0,
AT1G59520,AT1G59520.1,Q94HW0,
AT1G17450,AT1G17450.2,Q94HW1,
AT1G59171,AT1G59171.2,Q94HW4,
AT1G59171,AT1G59171.1,Q94HW4,
AT1G59077,AT1G59077.1,Q94HW6,
AT1G58766,AT1G58766.1,Q94HW6,
AT1G59453,AT1G59453.1,Q94HW6,
AT2G47190,AT2G47190.1,Q94IF6,
AT2G47190,AT2G47190.1,Q94IF7,
AT2G47190,AT2G47190.1,Q94IF8,
AT2G47190,AT2G47190.1,Q94IF9,
AT2G21620,AT2G21620.2,Q94II5,
AT5G19050,AT5G19050.1,Q94IU8,
ATMG00820,ATMG00820.1,Q94IU9,
ATMG00810,ATMG00810.1,Q94IU9,
AT5G48050,AT5G48050.1,Q94IU9,
AT5G66420,AT5G66420.1,Q94JM0,
AT4G19390,AT4G19390.1,Q94JM4,
AT1G07830,AT1G07830.1,Q94JQ7,
AT3G57880,AT3G57880.3,Q94JQ8,
AT3G10030,AT3G10030.1,Q94JR1,
AT5G45310,AT5G45310.1,Q94JR2,
AT5G45310,AT5G45310.2,Q94JR2,
AT4G29590,AT4G29590.1,Q94JR4,
AT4G36980,AT4G36980.2,Q94JR7,
AT1G76460,AT1G76460.1,Q94JR9,
AT4G26860,AT4G26860.1,Q94JS1,
AT4G12334,AT4G12334.1,Q94JS3,
AT1G78070,AT1G78070.1,Q94JT6,
AT1G63420,AT1G63420.1,Q94JU0,
AT1G69210,AT1G69210.1,Q94JV0,
AT1G69340,AT1G69340.2,Q94JV1,
AT1G69340,AT1G69340.1,Q94JV1,
AT3G27050,AT3G27050.1,Q94JV2,
AT1G35190,AT1G35190.1,Q94JV6,R-ATH-1119294
AT1G35190,AT1G35190.1,Q94JV6,R-ATH-1119377
AT1G35190,AT1G35190.1,Q94JV6,R-ATH-1119625
AT2G04795,AT2G04795.1,Q94JV8,
AT4G15140,AT4G15140.1,Q94JV9,
AT2G43340,AT2G43340.1,Q94JW9,
AT2G18090,AT2G18090.1,Q94JX1,
AT3G55770,AT3G55770.5,Q94JX2,
AT3G52220,AT3G52220.1,Q94JX8,
AT3G23570,AT3G23570.2,Q94JY3,
AT3G23570,AT3G23570.1,Q94JY3,
AT3G23570,AT3G23570.3,Q94JY3,
AT5G18230,AT5G18230.1,Q94JY7,
AT5G08440,AT5G08440.3,Q94JY8,
AT2G19400,AT2G19400.1,Q94JZ0,
AT5G49950,AT5G49950.1,Q94JZ2,
AT3G59340,AT3G59340.2,Q94JZ9,
AT1G22660,AT1G22660.1,Q94K06,
AT4G29680,AT4G29680.1,Q94K08,
AT1G04230,AT1G04230.1,Q94K10,
AT4G36530,AT4G36530.1,Q94K11,
AT3G01850,AT3G01850.2,Q94K13,R-ATH-1119519
AT3G01850,AT3G01850.1,Q94K13,R-ATH-1119519
AT5G26110,AT5G26110.1,Q94K14,
AT5G26110,AT5G26110.3,Q94K14,
AT4G32680,AT4G32680.1,Q94K15,
AT3G07510,AT3G07510.1,Q94K16,
AT3G07510,AT3G07510.2,Q94K16,
AT1G33055,AT1G33055.1,Q94K21,
AT5G11500,AT5G11500.1,Q94K26,
AT4G17650,AT4G17650.1,Q94K29,
AT1G01800,AT1G01800.1,Q94K30,
AT3G24100,AT3G24100.1,Q94K36,
AT3G44630,AT3G44630.1,Q94K37,
AT3G18270,AT3G18270.1,Q94K39,
AT3G62530,AT3G62530.1,Q94K48,
AT1G68820,AT1G68820.1,Q94K50,
AT1G02475,AT1G02475.1,Q94K52,
AT5G17710,AT5G17710.1,Q94K56,
AT5G17710,AT5G17710.3,Q94K56,
AT5G12200,AT5G12200.1,Q94K57,R-ATH-1119297
AT1G29040,AT1G29040.1,Q94K58,
AT4G24350,AT4G24350.1,Q94K59,
AT3G01060,AT3G01060.1,Q94K60,
AT2G20725,AT2G20725.1,Q94K61,
AT4G19880,AT4G19880.1,Q94K62,
AT3G04890,AT3G04890.1,Q94K63,
AT3G12210,AT3G12210.1,Q94K65,
AT5G27560,AT5G27560.1,Q94K68,
AT5G27560,AT5G27560.4,Q94K68,
AT5G27560,AT5G27560.3,Q94K68,
AT1G12730,AT1G12730.1,Q94K70,
AT1G16170,AT1G16170.1,Q94K72,
AT3G25805,AT3G25805.1,Q94K74,
AT5G18470,AT5G18470.1,Q94K76,
AT2G40765,AT2G40765.1,Q94K78,
AT2G23120,AT2G23120.1,Q94K79,
AT3G14160,AT3G14160.1,Q94K86,
AT4G37210,AT4G37210.1,Q94K88,
AT3G22290,AT3G22290.1,Q94K91,
AT3G22290,AT3G22290.2,Q94K91,
AT5G24490,AT5G24490.1,Q94K97,
AT5G32440,AT5G32440.1,Q94K99,
AT1G05960,AT1G05960.1,Q94KD1,
AT5G51950,AT5G51950.1,Q94KD2,
AT5G44790,AT5G44790.1,Q94KD6,
AT3G52990,AT3G52990.1,Q94KE3,
AT4G25990,AT4G25990.1,Q94KJ2,
ATMG00820,ATMG00820.1,Q94KV0,
ATMG00810,ATMG00810.1,Q94KV0,
AT5G37370,AT5G37370.7,Q94L34,
AT1G44224,AT1G44224.1,Q94LA3,
AT1G44414,AT1G44414.1,Q94LA6,
AT1G44478,AT1G44478.1,Q94LA7,
AT1G44608,AT1G44608.1,Q94LB0,
AT2G26530,AT2G26530.1,Q96256,
AT1G52080,AT1G52080.1,Q96258,
AT1G66680,AT1G66680.1,Q96259,
AT1G14930,AT1G14930.1,Q96274,
AT3G51850,AT3G51850.1,Q96295,
AT3G01980,AT3G01980.3,Q96307,
AT3G01950,AT3G01950.1,Q96309,
AT3G27027,AT3G27027.1,Q96310,
AT3G01930,AT3G01930.3,Q96311,
AT1G13690,AT1G13690.1,Q96315,
AT5G40890,AT5G40890.1,Q96325,
AT2G05710,AT2G05710.1,Q96490,
AT2G21790,AT2G21790.1,Q96525,
AT5G40850,AT5G40850.1,Q96532,
AT1G04290,AT1G04290.1,Q9ASQ1,
AT1G22910,AT1G22910.1,Q9ASQ8,
AT1G34200,AT1G34200.1,Q9ASQ9,
AT5G60580,AT5G60580.4,Q9ASR2,
AT5G59960,AT5G59960.2,Q9ASR8,
AT5G02870,AT5G02870.1,Q9ASS3,
AT4G24840,AT4G24840.1,Q9ASS9,
AT4G31930,AT4G31930.1,Q9AST4,
AT5G49540,AT5G49540.1,Q9AST5,
AT1G73110,AT1G73110.1,Q9AST9,
AT1G42440,AT1G42440.1,Q9ASU6,
AT1G06730,AT1G06730.1,Q9ASV2,
AT1G09870,AT1G09870.1,Q9ASV3,
AT4G39690,AT4G39690.1,Q9ASV5,
AT1G56180,AT1G56180.1,Q9ASV7,
AT2G17040,AT2G17040.1,Q9ASV8,
AT1G27150,AT1G27150.1,Q9ASW0,
AT1G54310,AT1G54310.1,Q9ASW2,
AT3G49260,AT3G49260.2,Q9ASW3,
AT3G49260,AT3G49260.4,Q9ASW3,
AT3G49260,AT3G49260.1,Q9ASW3,
AT3G21215,AT3G21215.4,Q9ASW4,
AT3G21215,AT3G21215.1,Q9ASW4,
AT3G21215,AT3G21215.2,Q9ASW4,
AT2G18360,AT2G18360.1,Q9ASW5,R-ATH-1119450
AT3G57980,AT3G57980.2,Q9ASW7,
AT5G46190,AT5G46190.2,Q9ASX3,
AT1G34570,AT1G34570.1,Q9ASX6,
AT1G27760,AT1G27760.1,Q9ASX8,
AT5G53310,AT5G53310.1,Q9ASY2,
AT5G19430,AT5G19430.6,Q9ASY3,
AT5G19430,AT5G19430.1,Q9ASY3,
AT3G47965,AT3G47965.1,Q9ASY5,
AT2G26200,AT2G26200.1,Q9ASY7,
AT3G17900,AT3G17900.2,Q9ASZ4,
AT3G17900,AT3G17900.1,Q9ASZ4,
AT2G20142,AT2G20142.1,Q9ASZ5,
AT4G35320,AT4G35320.1,Q9ASZ6,
AT3G03690,AT3G03690.1,Q9ASZ7,
AT2G05590,AT2G05590.2,Q9AT60,
ATMG00300,ATMG00300.1,Q9AUZ1,
AT1G31750,AT1G31750.1,Q9C4Z8,
AT4G36220,AT4G36220.1,Q9C4Z9,R-ATH-1119316
AT1G31760,AT1G31760.1,Q9C504,
AT1G31940,AT1G31940.1,Q9C506,
AT3G42170,AT3G42170.1,Q9C513,
AT1G66090,AT1G66090.1,Q9C515,
AT1G69360,AT1G69360.1,Q9C520,
AT1G60870,AT1G60870.1,Q9C529,
AT1G29700,AT1G29700.1,Q9C535,
AT1G29700,AT1G29700.2,Q9C535,
AT1G48720,AT1G48720.1,Q9C536,
AT1G58110,AT1G58110.2,Q9C537,
AT1G49900,AT1G49900.1,Q9C538,
AT1G55160,AT1G55160.1,Q9C542,
AT4G36220,AT4G36220.1,Q9C543,R-ATH-1119316
AT1G69330,AT1G69330.1,Q9C546,
AT3G06630,AT3G06630.1,Q9C547,
AT1G58220,AT1G58220.1,Q9C548,
AT1G51010,AT1G51010.1,Q9C549,
AT1G51020,AT1G51020.1,Q9C549,
AT1G51580,AT1G51580.1,Q9C553,
AT1G31960,AT1G31960.1,Q9C555,
AT1G31490,AT1G31490.1,Q9C564,
AT1G69380,AT1G69380.1,Q9C565,
AT5G22210,AT5G22210.1,Q9C567,
AT5G22210,AT5G22210.2,Q9C567,
